Sr No,Filter path,University,Course,Matched term
224,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Leipzig,Small Enterprise Promotion and Training (SEPT),Business Administration
225,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Magdeburg,"International Management, Marketing, Entrepreneurship",Business Administration
226,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,Executive Master of Business Administration,Business Administration
227,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,"Mannheim Master in Finance, Accounting and Taxation (MMFACT)",Business Administration
228,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,Mannheim Master in Sustainability and Impact Management,Business Administration
229,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,Mannheim Master of Business Administration,Business Administration
230,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,Mannheim Master's degree in Management (MMM),Business Administration
231,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Mannheim,Mannheim Master’s in Operations & Supply Chain Management (MMOSCM),Business Administration
232,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Münster,Business Administration,Business Administration
233,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Münster,Business Development,Business Administration
234,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Passau,Business Administration,Business Administration
235,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Potsdam,General Management MBA,Business Administration
236,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Stralsund,International Management Studies in the Baltic Sea Region (BMS),Business Administration
237,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Stralsund,Leisure and Tourism Management,Business Administration
238,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Trier,Sustainability Management and Economics,Business Administration
239,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Wuppertal,International Management and Intercultural Communication,Business Administration
240,"Economic Sciences, Law -> Economic Sciences -> Business Administration",University of Würzburg,"Management, International",Business Administration
241,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Bachelor's degree in International Business Administration/Management,Business Administration
242,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Global Online MBA,Business Administration
243,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Kellogg-WHU Executive Master of Business Administration,Business Administration
244,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Master in International Business,Business Administration
245,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Master's in Entrepreneurship (120-credit programme),Business Administration
246,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Master's in Entrepreneurship (90-credits programme),Business Administration
247,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Master's in Finance (120-credit programme),Business Administration
248,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Master's in Management,Business Administration
249,"Economic Sciences, Law -> Economic Sciences -> Business Administration",WHU - Otto Beisheim School of Management,Part-time MBA,Business Administration
250,"Economic Sciences, Law -> Economic Sciences -> Business Administration",West Saxon University of Applied Sciences of Zwickau,Business in a Digital World,Business Administration
251,"Economic Sciences, Law -> Economic Sciences -> Business Administration",West Saxon University of Applied Sciences of Zwickau,Green Engineering and Sustainable Management,Business Administration
252,"Economic Sciences, Law -> Economic Sciences -> Business Administration",Westcoast University of Applied Sciences,International Tourism Management,Business Administration
253,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Wismar University of Applied Sciences: Technology, Business and Design",Operation and Management of Maritime Systems,Business Administration
254,"Economic Sciences, Law -> Economic Sciences -> Business Administration",XU Exponential University of Applied Sciences,Industry 4.0,Business Administration
255,"Economic Sciences, Law -> Economic Sciences -> Business Administration",XU Exponential University of Applied Sciences,Industry 4.0 Management,Business Administration
256,"Economic Sciences, Law -> Economic Sciences -> Business Administration",XU Exponential University of Applied Sciences,International MBA,Business Administration
257,"Economic Sciences, Law -> Economic Sciences -> Business Administration","Zeppelin University - A University between Business, Culture, Media and Politics",Master Management | eMA MGMT,Business Administration
258,"Economic Sciences, Law -> Economic Sciences -> Business Administration",accadis Graduate School Bad Homburg,Finance,Business Administration
259,"Economic Sciences, Law -> Economic Sciences -> Business Administration",accadis Graduate School Bad Homburg,International Management,Business Administration
260,"Economic Sciences, Law -> Economic Sciences -> Business Administration",accadis Graduate School Bad Homburg,Management and Leadership,Business Administration
261,"Economic Sciences, Law -> Economic Sciences -> Business Consultancy",Magdeburg-Stendal University of Applied Sciences,Entrepreneurship and Innovation Management,Innovation Management
262,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Brand University of Applied Sciences,Brand Innovation,Business Management
263,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Brandenburgische Technische Universität Cottbus-Senftenberg,transformation studies,Business Management
264,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",DIU - Dresden International University GmbH,Logistics Management (MBA) International,Business Management
265,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",ESMT European School of Management and Technology,Master's in Global Management,Business Management
266,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Frankfurt School of Finance & Management,Master in Management,Business Management
267,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",German International University,Management,Business Management
268,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Gisma University of Applied Sciences,Creative Entrepreneurship,Business Management
269,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management","Hochschule Worms, University of Applied Sciences",Entrepreneurship,Business Management
270,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management","Hochschule Worms, University of Applied Sciences",Entrepreneurship - dual,Business Management
271,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Hof University of Applied Sciences,AI-Driven Supply Chain Management,Business Management
272,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",International School of Management,Management,Business Management
273,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Karlshochschule International University - state-approved university of the Karlshochschule gemeinnützige GmbH Karlsruhe,International Relations,Business Management
274,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Karlshochschule International University - state-approved university of the Karlshochschule gemeinnützige GmbH Karlsruhe,"Politics, Philosophy and Economics",Business Management
275,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Leuphana University Lüneburg,Entrepreneurship (minor),Business Management
276,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Mainz University,Master of Business Administration,Business Management
277,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Munich University of Applied Sciences,Systems Entrepreneurship and Transformation,Business Management
278,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",NBS Northern Business School   University of Applied Sciences,Modern Leadership,Business Management
279,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Ostbayerische Technische Hochschule Amberg-Weiden,Digital Entrepreneurship,Business Management
280,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Ostbayerische Technische Hochschule Amberg-Weiden,Industrial Engineering,Business Management
281,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Private Universität Witten/Herdecke gGmbH,Management,Business Management
282,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",SRH Fernhochschule - The Mobile University,Business Management,Business Management
283,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",SRH Fernhochschule - The Mobile University,Global Business Administration,Business Management
284,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Sports University of Cologne,Sport Management,Business Management
285,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Steinbeis University,Digital Leadership,Business Management
286,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Stuttgart University of Applied Sciences,Smart City Solutions,Business Management
287,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Technische Hochschule Ingolstadt,"Strategy, Global Risk & Security Management",Business Management
288,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",Tomorrow University of Applied Sciences,Responsible Entrepreneurship & Management,Business Management
289,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",University of Aalen - Engineering and Business,Vision Science and Business (Optometry) (career-integrated),Business Management
290,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",University of Applied Sciences Fresenius,Industrial Engineering and International Management,Business Management
291,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",University of Applied Sciences Fresenius,International Management,Business Management
292,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",University of Europe for Applied Sciences,International Business Management,Business Management
293,"Economic Sciences, Law -> Economic Sciences -> Business Management, Organisation Management",University of Potsdam,Intercultural Communication and Management,Business Management
294,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",CODE University of Applied Sciences,Business Management & Entrepreneurship,Business Management
295,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",Eberhard Karls University Tübingen,"Quantitative Data Science Methods – Psychometrics, Econometrics and Machine Learning",Data Science
296,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",PFH - Private University of Applied Sciences Göttingen,AI Management in Computer Science for Business,AI
297,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",Technical University of Darmstadt,Business Administration and Engineering: Materials Science,Business Administration
298,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Aalen - Engineering and Business,Marketing and Artificial Intelligence,Artificial Intelligence
299,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Business Studies Paderborn,International Business Management,Business Management
300,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Cologne,Business Analytics & Econometrics,Business Analytics
301,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Europe for Applied Sciences,Master of Business Administration,Business Administration
302,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Europe for Applied Sciences,Software Engineering,Software Engineering
303,"Economic Sciences, Law -> Economic Sciences -> Economic Sciences, Economics",University of Europe for Applied Sciences,Software Engineering (dual degree course),Software Engineering
304,"Economic Sciences, Law -> Economic Sciences -> Economics",University of Halle-Wittenberg,Economics: Data Science  and Policy,Data Science
305,"Economic Sciences, Law -> Economic Sciences -> Economics",University of Hohenheim,Economics with Data Science,Data Science
306,"Economic Sciences, Law -> Economic Sciences -> Economics",University of Oldenburg,Applied Economics and Data Science,Data Science
307,"Economic Sciences, Law -> Economic Sciences -> Financial Management, Insurance",Frankfurt University,"Goethe MBA – Digital Transformation, Data Science, Sustainability",Digital Transformation
308,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Aschaffenburg University of Applied Sciences,International Management,Business Administration
309,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",BSP Business and Law School,International Business Administration,Business Administration
310,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Applied Sciences (HTW),International Business,Business Administration
311,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Applied Sciences (HTW),International Business (MIB),Business Administration
312,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Applied Sciences (HTW),International and Development Economics (MIDE),Business Administration
313,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Economics and Law,Berlin Full-Time MBA,Business Administration
314,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Economics and Law,Berlin Part-Time MBA,Business Administration
315,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Economics and Law,International Business Management,Business Administration
316,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Economics and Law,International Marketing Management,Business Administration
317,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin School of Economics and Law,International Sustainability Management,Business Administration
318,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Berlin University of Applied Sciences,MBA in Renewables,Business Administration
319,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Bonn-Rhine-Sieg University of Applied Sciences,International Business,Business Administration
320,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",CBS University of Applied Sciences,Business Psychology,Business Administration
321,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",CBS University of Applied Sciences,Finance and Management,Business Administration
322,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",CBS University of Applied Sciences,International Business & Management,Business Administration
323,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Constructor University,Supply Chain Management,Business Administration
324,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Dortmund University of Applied Sciences and Arts,European Master in Project Management,Business Administration
325,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",EBS University of Business and Law,Master in Marketing,Business Administration
326,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",ESCP European School of Management in Berlin,Executive Master in Digital Innovation and Entrepreneurial Leadership,Business Administration
327,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Europa-Universität Flensburg,European Studies,Business Administration
328,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",FH Aachen - University of Applied Sciences,International Business Development,Business Administration
329,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Frankfurt School of Finance & Management,Full-Time MBA,Business Administration
330,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Frankfurt School of Finance & Management,Master of Leadership in Sustainable Finance - Online,Business Administration
331,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Frankfurt School of Finance & Management,Part-Time MBA,Business Administration
332,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Freiberg University of Mining and Technology,International Business and Resources in Emerging Markets,Business Administration
333,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Fulda University of Applied Sciences,International Business and Management,Business Administration
334,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Fulda University of Applied Sciences,International Management,Business Administration
335,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health",International Business Management,Business Administration
336,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health",International Business Management/Executive MBA,Business Administration
337,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health","International Economics, Business and Cultural Diplomacy - External Programme",Business Administration
338,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health",International Management,Business Administration
339,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health",International Relations and Cultural Diplomacy - External programme,Business Administration
340,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Furtwangen University - computer science, technology, economics, media, health",Medical Devices & Healthcare Management (preparatory course for external examination),Business Administration
341,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Georg Simon Ohm University of Applied Sciences Nuremberg,International Business and Technology,Business Administration
342,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",HTWG Konstanz University of Applied Sciences,International Management Asia-Europe,Business Administration
343,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hamburg University of Applied Sciences,International Business,Business Administration
344,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Heilbronn University,Global Business (career-integrated),Business Administration
345,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Heilbronn University,International Business & Intercultural Management,Business Administration
346,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule Kaiserslautern (University of Applied Sciences),International Business Administration,Business Administration
347,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule Mainz,International Business Management for Non-Economists,Business Administration
348,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule Schmalkalden,International Business and Management,Business Administration
349,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Hochschule Worms, University of Applied Sciences",Global Trade Management,Business Administration
350,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Hochschule Worms, University of Applied Sciences",Global Trade Management – dual,Business Administration
351,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule für Technik und Wirtschaft Dresden - University of Applied Sciences,German Business Culture and International Management (4 semesters),Business Administration
352,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule für Technik und Wirtschaft Dresden - University of Applied Sciences,International Management,Business Administration
353,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hochschule für angewandte Wissenschaften Coburg,Financial Management (MBA),Business Administration
354,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Hof University of Applied Sciences,Global Management,Business Administration
355,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",IU International University,Business Administration,Business Administration
356,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",International SDI Munich University - University of Applied Sciences,International Business Management,Business Administration
357,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",International School of Management,International Management,Business Administration
358,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",International School of Management,Strategic Marketing Management,Business Administration
359,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Karlshochschule International University - state-approved university of the Karlshochschule gemeinnützige GmbH Karlsruhe,International Business,Business Administration
360,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Kühne Logistics University - University for Logistics and Company Management,International Management,Business Administration
361,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Landshut - University of Applied Sciences,Global Management,Business Administration
362,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Leuphana University Lüneburg,Business Administration: International Business Administration & Entrepreneurship,Business Administration
363,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Leuphana University Lüneburg,Individual Research Master,Business Administration
364,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Ludwigshafen University of Business and Society,Executive MBA in General and International Management in cooperation with the University of West Florida (UWF),Business Administration
365,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Munich Business School - 
state accredited private University of Applied Science",Master Innovation and Entrepreneurship,Business Administration
366,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Munich Business School - 
state accredited private University of Applied Science",Master International Business,Business Administration
367,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Munich University of Applied Sciences,International Management and Digital Engineering,Business Administration
368,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Paderborn University,International Economics and Management,Business Administration
369,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",RWTH Aachen University,Full-time MBA in Digitalisation and Industrial Change,Business Administration
370,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Reutlingen University of Applied Sciences for Engineering, Business, Computer Science and Design",Global Management & Digital Competencies,Business Administration
371,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Reutlingen University of Applied Sciences for Engineering, Business, Computer Science and Design",International Management (MBA) Full-Time,Business Administration
372,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Rhine-Waal University of Applied Sciences,Economics and Finance,Business Administration
373,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Rhine-Waal University of Applied Sciences,International Business Administration,Business Administration
374,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",RhineMain University,International Management,Business Administration
375,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",SRH University of Applied Sciences Heidelberg,"Engineering for Renewable Energy, Water and Waste Management",Business Administration
376,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",SRH University of Applied Sciences Heidelberg,International Business and Leadership,Business Administration
377,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",SRH University of Applied Sciences Heidelberg,International Management – Creative Leadership,Business Administration
378,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",SRH University of Applied Sciences Heidelberg,MBA Healthcare Management,Business Administration
379,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Saarland University,"MBA European Management (Europe Institute, Department of Economics (EIABM), Saarland University)",Business Administration
380,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Saarland University of Applied Sciences, University of Technology and Economics",International Business,Business Administration
381,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Saarland University of Applied Sciences, University of Technology and Economics",International Management,Business Administration
382,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Steinbeis University,International Management,Business Administration
383,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technical University of Applied Sciences of Central Hesse - THM,Digital and International Marketing,Business Administration
384,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technische Hochschule Ingolstadt,Global Business,Business Administration
385,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technische Hochschule Ingolstadt,Retail and Consumer Management,Business Administration
386,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technische Hochschule Ingolstadt,Sustainability Management and Technologies,Business Administration
387,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technische Hochschule Köln,International Business,Business Administration
388,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Technische Universität Ilmenau,International Business Economics,Business Administration
389,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Trier University - Trier University of Applied Sciences,Sustainable Business and Law,Business Administration
390,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Bremen,Master in Global Management,Business Administration
391,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Fresenius,International Business Management,Business Administration
392,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Fresenius,International Real Estate Management,Business Administration
393,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Kempten,Global Business Development,Business Administration
394,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Kempten,International Business Management & Leadership (career-integrated),Business Administration
395,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Applied Sciences Offenburg,International Business Consulting (IBC),Business Administration
396,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Augsburg,Global Business Management (GBM),Business Administration
397,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Cologne,International Management (CEMS MIM),Business Administration
398,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Erlangen-Nuremberg,International Business Studies,Business Administration
399,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Erlangen-Nuremberg,International Business Studies (MIBS),Business Administration
400,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Erlangen-Nuremberg,International Economic Studies,Business Administration
401,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Europe for Applied Sciences,International Sport & Event Management (English),Business Administration
402,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Europe for Applied Sciences,Sport & Event Management (English),Business Administration
403,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Giessen,Economics of Global Risk,Business Administration
404,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Hamburg,"Innovation, Business and Sustainability",Business Administration
405,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Hannover,Economics and Management,Business Administration
406,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Hohenheim,International Business and Economics,Business Administration
407,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Stralsund,International Innovation Management,Business Administration
408,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Würzburg,China Business and Economics,Business Administration
409,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",University of Würzburg,China Language and Economy,Business Administration
410,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",WHU - Otto Beisheim School of Management,Full-time MBA,Business Administration
411,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",WHU - Otto Beisheim School of Management,Part-Time Master in Management,Business Administration
412,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Wismar University of Applied Sciences: Technology, Business and Design",International Logistics and Trade,Business Administration
413,"Economic Sciences, Law -> Economic Sciences -> International Business Administration","Wismar University of Applied Sciences: Technology, Business and Design",International Management,Business Administration
414,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",Zittau-Görlitz University of Applied Sciences,European Business,Business Administration
415,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",accadis Graduate School Bad Homburg,Digital Business Strategy,Business Administration
416,"Economic Sciences, Law -> Economic Sciences -> International Business Administration",accadis Graduate School Bad Homburg,Global Sports Management,Business Administration
417,"Economic Sciences, Law -> Economic Sciences -> Logistics, Transport, Transport Management",International School of Management,International Logistics & Supply Chain Management,Supply Chain Management
418,"Economic Sciences, Law -> Economic Sciences -> Logistics, Transport, Transport Management",Technical University of Applied Sciences Wildau,Logistics and supply chain management,supply chain management
419,"Economic Sciences, Law -> Economic Sciences -> Logistics, Transport, Transport Management",bbw university,Strategic Management in Logistics,Strategic Management
420,"Economic Sciences, Law -> Economic Sciences -> Marketing, Distribution",German International University,Marketing & Strategic Management,Strategic Management
421,"Economic Sciences, Law -> Economic Sciences -> Technology Management",CODE University of Applied Sciences,Technology & Management,Technology Management
422,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Frankfurt School of Finance & Management,Master of Artificial Intelligence & Data Science,Technology Management
423,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Frankfurt School of Finance & Management,Master’s in Financial Technology,Technology Management
424,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Freiberg University of Mining and Technology,Technology and Application of Inorganic Engineering Materials,Technology Management
425,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Karlsruhe Institute of Technology (KIT),Digital Economics,Technology Management
426,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Karlsruhe Institute of Technology (KIT),Energy Engineering and Management,Technology Management
427,"Economic Sciences, Law -> Economic Sciences -> Technology Management",RWTH Aachen University,"Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME-TIME)",Technology Management
428,"Economic Sciences, Law -> Economic Sciences -> Technology Management",RWTH Aachen University,"Management and Engineering in Technology, Innovation, Marketing and Entrepreneurship (MME-TIME) part-time",Technology Management
429,"Economic Sciences, Law -> Economic Sciences -> Technology Management",RWTH Aachen University,Sustainability Management,Technology Management
430,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Technical University of Applied Sciences Würzburg-Schweinfurt,Business and Engineering,Technology Management
431,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Technical University of Hamburg,Joint Master in Global Technology and Innovation Management & Entrepreneurship (G-TIME),Technology Management
432,"Economic Sciences, Law -> Economic Sciences -> Technology Management",Technische Hochschule Ingolstadt,Global Engineering and Management,Technology Management
433,"Economic Sciences, Law -> Economic Sciences -> Technology Management",bbw university,International Technology Transfer Management,Technology Management
434,"Economic Sciences, Law -> Economic Sciences -> Trade and Industry",PFH - Private University of Applied Sciences Göttingen,General Management (Business Administration),Business Administration
435,"Economic Sciences, Law -> Law -> International Law",University of Göttingen,European and Transnational Intellectual Property and Information Technology Law,Information Technology
436,Engineering Sciences,Berlin University of Technology,Civil Systems Engineering,Systems Engineering
437,Engineering Sciences,Heilbronn University,Mechatronics and Robotics (international profile),Robotics
438,Engineering Sciences,Karlsruhe Institute of Technology (KIT),Mechatronics and Information Technology,Information Technology
439,Engineering Sciences,RWTH Aachen University,Construction and Robotics,Robotics
440,Engineering Sciences,RWTH Aachen University,Robotic Systems Engineering,Systems Engineering
441,Engineering Sciences,Stuttgart University of Applied Sciences,International Project Management,Project Management
442,Engineering Sciences,Technical University of Hamburg,Computational Methods and Machine Learning in Engineering,Machine Learning
443,Engineering Sciences,Technische Hochschule Ingolstadt,Automotive Production Engineering & Artificial Intelligence,Artificial Intelligence
